sta: spatial-temporal attention for large-scale video-based person re-identification	work propose novel spatial-temporal attention sta approach tackle large-scale person reidentification task videos different existing methods simply compute representations video clips using frame-level aggregation e.g average pooling proposed sta adopts effective way producing robust clip-level feature representation concretely sta fully exploits discriminative parts one target person spatial temporal dimensions results 2-d attention score matrix via inter-frame regularization measure importances spatial parts across different frames thus robust clip-level feature representation generated according weighted sum operation guided mined 2-d attention score matrix way challenging cases video-based person re-identification pose variation partial occlusion well tackled sta conduct extensive experiments two large-scale benchmarks i.e mars dukemtmcvideoreid particular map reaches 87.7 mars significantly outperforms state-of-the-arts large margin 11.6	negative
training complex models with multi-task weak supervision	machine learning models continue increase complexity collecting large hand-labeled training sets become one biggest roadblocks practice instead weaker forms supervision provide noisier cheaper labels often used however weak supervision sources diverse unknown accuracies may output correlated labels may label different tasks apply different levels granularity propose framework integrating modeling weak supervision sources viewing labeling different related sub-tasks problem refer multi-task weak supervision setting show solving matrix completion-style problem recover accuracies multi-task sources given dependency structure without labeled data leading higher-quality supervision training end model theoretically show generalization error models trained approach improves number unlabeled data points characterize scaling respect task dependency structures three fine-grained classification problems show approach leads average gains 20.2 points accuracy traditional supervised approach 6.8 points majority vote baseline 4.1 points previously proposed weak supervision method models tasks separately	negative
large-scale interactive recommendation with tree-structured policy gradient	reinforcement learning rl recently introduced interactive recommender systems irs nature learning dynamic interactions planning long-run performance irs always thousands items recommend i.e. thousands actions existing rl-based methods however fail handle large discrete action space problem thus become inefficient existing work tries deal large discrete action space problem utilizing deep deterministic policy gradient framework suffers inconsistency continuous action representation output actor network real discrete action avoid inconsistency achieve high efficiency recommendation effectiveness paper propose tree-structured policy gradient recommendation tpgr framework balanced hierarchical clustering tree built items picking item formulated seeking path root certain leaf tree extensive experiments carefully-designed environments based two real-world datasets demonstrate model provides superior recommendation performance significant efficiency improvement state-of-the-art methods	negative
y2seq2seq: cross-modal representation learning for 3d shape and text by joint reconstruction and prediction of view and word sequences	jointly learning representations 3d shapes text crucial support tasks cross-modal retrieval shape captioning recent method employs 3d voxels represent 3d shapes limits approach low resolutions due computational cost caused cubic complexity 3d voxels hence method suffers lack detailed geometry resolve issue propose y2seq2seq view-based model learn cross-modal representations joint reconstruction prediction view word sequences specifically network architecture y2seq2seq bridges semantic meaning embedded two modalities two coupled “ ” like sequence-tosequence seq2seq structures addition novel hierarchical constraints increase discriminability cross-modal representations employing detailed discriminative information experimental results cross-modal retrieval 3d shape captioning show y2seq2seq outperforms state-of-the-art methods	negative
aprp: an anonymous propagation method in bitcoin network	due little attention given anonymous protection eavesdropping attacks bitcoin network paper initiatively proposes solution bitcoin anonymization based network structure first present general adversarial network model formulizing deanonymization attack present novel propagation method aprp adaptive pagerank propagation adopts pagerank propagation delay factor constantly adjusts pr-value nodes adapt network dynamics experiments simulated real bitcoin networks confirm superiority aprp terms 20-50 performance enhancement various deanonymization attacks	negative
quarel: a dataset and models for answering questions about qualitative relationships	many natural la guage questions require recognizing reasoning qualitative relationships e.g. science economics medicine challenging answer corpus-based methods qualitative modeling provides tools support reasoning semantic parsing task mapping questions models formidable challenges present quarel dataset diverse story questions involving qualitative relationships characterize challenges techniques begin address dataset 2771 questions relating 19 different types quantities example “ jenny observes robot vacuum cleaner moves slower living room carpet bedroom carpet carpet friction ” contribute 1 simple flexible conceptual framework representing kinds questions 2 quarel dataset including logical forms exemplifying parsing challenges 3 two novel models task built extensions type-constrained semantic parsing first models called quasp+ significantly outperforms off-the-shelf tools quarel second quasp+zero demonstrates zero-shot capability i.e. ability handle new qualitative relationships without requiring additional training data something possible previous models work thus makes inroads answering complex qualitative questions require reasoning scaling new relationships low cost dataset models available http //data.allenai.org/quarel	negative
hyperbolic heterogeneous information network embedding	heterogeneous information network hin embedding aiming project hin low-dimensional space attracted considerable research attention exiting hin embedding methods focus preserving inherent network structure semantic correlations euclidean spaces however one fundamental problem whether euclidean spaces appropriate intrinsic isometric spaces hin recent researches argue complex network may hyperbolic geometry underneath underlying hyperbolic geometry naturally reflect properties complex network e.g. hierarchical power-law structure paper make first effort toward hin embedding hyperbolic spaces analyze structures two real-world hins discover properties e.g. power-law distribution also exist hin therefore propose novel hyperbolic heterogeneous information network embedding model specifically capture structure semantic relations nodes employ meta-path guided random walk sample sequences node exploit distance hyperbolic spaces proximity measurement hyperbolic distance able meet triangle inequality well preserve transitivity hin model enables nodes neighborhoods small hyperbolic distances derive effective optimization strategy update hyperbolic embeddings iteratively experimental results comparison state-of-the-art demonstrate proposed model superior performance network reconstruction link prediction tasks also shows ability capture hierarchy structure hin via visualization	negative
deep recurrent survival analysis	survival analysis hotspot statistical research modeling time-to-event information data censorship handling widely used many applications clinical research information system fields survivorship bias many works proposed survival analysis ranging traditional statistic methods machine learning models however existing methodologies either utilize counting-based statistics segmented data pre-assumption event probability distribution w.r.t time moreover works consider sequential patterns within feature space paper propose deep recurrent survival analysis model combines deep learning conditional probability prediction finegrained level data survival analysis tackling censorship capturing time dependency modeling conditional probability event sample method predicts likelihood true event occurrence estimates survival rate time i.e. probability non-occurrence event censored data meanwhile without assuming specific form event probability distribution model shows great advantages previous works fitting various sophisticated data distributions experiments three realworld tasks different fields model significantly outperforms state-of-the-art solutions various metrics	negative
active sampling for open-set classification without initial annotation	open-set classification common problem many real world tasks data collected known classes novel classes occur test stage paper focus challenging case data examples collected known classes unlabeled due high cost label annotation rather important train model least labeled data accurate classification known classes effective detection novel classes firstly propose active learning method incorporating structured sparsity diversity select representative examples annotation latent low-rank representation employed simultaneously perform classification novel class detection also method along fast optimization solution extended multi-stage scenario classes occur disappear batches stage experimental results multiple datasets validate superiority proposed method regard different performance measures	negative
entity alignment between knowledge graphs using attribute embeddings	task entity alignment knowledge graphs aims find entities two knowledge graphs represent real-world entity recently embedding-based models proposed task models built top knowledge graph embedding model learns entity embeddings capture semantic similarity entities knowledge graph propose learn embeddings capture similarity entities different knowledge graphs proposed model helps align entities different knowledge graphs hence enables integration multiple knowledge graphs model exploits large numbers attribute triples existing knowledge graphs generates attribute character embeddings attribute character embedding shifts entity embeddings two knowledge graphs space computing similarity entities based attributes use transitivity rule enrich number attributes entity enhance attribute character embedding experiments using real-world knowledge bases show proposed model achieves consistent improvements baseline models 50 terms hits 1 entity alignment task	negative
geometric multi-model fitting by deep reinforcement learning	paper deals geometric multi-model fitting noisy unstructured point set data e.g. laser scanned point clouds formulate multi-model fitting problem sequential decision making process use deep reinforcement learning algorithm learn optimal decisions towards best fitting result paper compared method state-of-the-art simulated data results demonstrated approach significantly reduced number fitting iterations	positive
composite binary decomposition networks	binary neural networks great resource computing efficiency suffer long training procedure non-negligible accuracy drops comparing fullprecision counterparts paper propose composite binary decomposition networks cbdnet first compose real-valued tensor layer limited number binary tensors decompose conditioned binary tensors two low-rank binary tensors number parameters operations greatly reduced comparing original ones experiments demonstrate effectiveness proposed method cbdnet approximate image classification network resnet-18 using 5.25 bits vgg-16 using 5.47 bits densenet-121 using 5.72 bits object detection networks ssd300 using 4.38 bits semantic segmentation networks segnet using 5.18 bits minor accuracy drops.1	positive
3d volumetric modeling with introspective neural networks	paper study 3d volumetric modeling problem adopting wasserstein introspective neural networks method winn previously applied 2d static images name algorithm 3dwinn enjoys properties winn 2d case simultaneously generative discriminative compared existing 3d volumetric modeling approaches 3dwinn demonstrates competitive results several benchmarks generation classification tasks addition standard inception score frechet inception distance fid metric is´ also adopted measure quality 3d volumetric generations addition study adversarial attacks volumetric data demonstrate robustness 3dwinn adversarial examples achieving appealing results classification generation within single model 3dwinn general framework applied emerging tasks 3d object scene modeling.1	positive
learning competitive and discriminative reconstructions for anomaly detection	existing methods anomaly detection use positive data learn data distribution thus usually need pre-defined threshold detection stage determine whether test instance outlier unfortunately good threshold vital performance really hard find optimal one paper take discriminative information implied unlabeled data consideration propose new method anomaly detection learn labels unlabelled data directly proposed method end-to-end architecture one encoder two decoders trained model inliers outliers ’ data distributions competitive way architecture works discriminative manner without suffering overfitting training algorithm model adopted sgd thus efficient scalable even large-scale datasets empirical studies 7 datasets including kdd99 mnist caltech-256 imagenet etc show model outperforms state-of-the-art methods	negative
partial label learning with self-guided retraining	partial label learning deals problem training instance assigned set candidate labels one correct paper provides first attempt leverage idea self-training dealing partially labeled examples specifically propose unified formulation proper constraints train desired model perform pseudo-labeling jointly pseudo-labeling unlike traditional self-training manually differentiates ground-truth label enough high confidence introduce maximum infinity norm regularization modeling outputs automatically achieve consideratum results convex-concave optimization problem show optimizing convex-concave problem equivalent solving set quadratic programming qp problems proposing upper-bound surrogate objective function turn solving one qp problem improving optimization efficiency extensive experiments synthesized real-world datasets demonstrate proposed approach significantly outperforms state-of-the-art partial label learning approaches	positive
unsupervised bilingual lexicon induction from mono-lingual multimodal data	bilingual lexicon induction translating words source language target language long-standing natural language processing task recent endeavors prove promising employ images pivot learn lexicon induction without reliance parallel corpora however vision-based approaches simply associate words entire images constrained translate concrete words require object-centered images humans understand words better within sentence context therefore paper propose utilize images associated captions address limitations previous approaches propose multi-lingual caption model trained different mono-lingual multimodal data map words different languages joint spaces two types word representation induced multi-lingual caption model linguistic features localized visual features linguistic feature learned sentence contexts visual semantic constraints beneficial learn translation words less visual-relevant localized visual feature attended region image correlates word alleviates image restriction salient visual representation two types features complementary word translation experimental results multiple language pairs demonstrate effectiveness proposed method substantially outperforms previous vision-based approaches without using parallel sentences supervision seed word pairs	positive
sliding window temporal graph coloring	graph coloring one famous computational problems applications wide range areas planning scheduling resource allocation pattern matching far coloring problems mostly studied static graphs often stand stark contrast practice data inherently dynamic subject discrete changes time temporal graph graph whose edges assigned set integer time labels indicating discrete time steps edge active paper present natural temporal extension classical graph coloring problem given temporal graph natural number ∆ ask coloring sequence vertex every sliding time window ∆ consecutive time steps edge active edge properly colored i.e endpoints assigned two different colors least time window ii total number different colors minimized sliding window temporal coloring problem abstractly captures many realistic graph coloring scenarios underlying network changes time dynamically assigning communication channels moving agents present thorough investigation computational complexity temporal coloring problem specifically prove strong computational hardness results complemented efficient exact approximation algorithms algorithms linear-time fixed-parameter tractable respect appropriate parameters others asymptotically almost optimal exponential time hypothesis eth	positive
unseen word representation by aligning heterogeneous lexical semantic spaces	word embedding techniques heavily rely abundance training data individual words given zipfian distribution words natural language texts large number words usually appear frequently training data paper put forward technique exploits knowledge encoded lexical resources wordnet induce embeddings unseen words approach adapts graph embedding cross-lingual vector space transformation techniques order merge lexical knowledge encoded ontologies derived corpus statistics show approach provide consistent performance improvements across multiple evaluation benchmarks in-vitro multiple rare word similarity datasets invivo two downstream text classification tasks	negative
adversarial dropout for recurrent neural networks	successful application processing sequential data text speech requires improved generalization performance recurrent neural networks rnns dropout techniques rnns introduced respond demands conjecture dropout rnns could improved adopting adversarial concept paper investigates ways improve dropout rnns utilizing intentionally generated dropout masks specifically guided dropout used research called adversarial dropout adversarially disconnects neurons dominantly used predict correct targets time analysis showed regularizer consists gap original reconfigured rnns upper bound gap training inference phases random dropout demonstrated minimizing regularizer improved effectiveness dropout rnns sequential mnist tasks semi-supervised text classification tasks language modeling tasks	negative
submodular optimization over streams with inhomogeneous decays	cardinality constrained submodular function maximization aims select subset size k maximize monotone submodular utility function key many data mining machine learning applications data summarization maximum coverage problems data given stream streaming submodular optimization sso techniques desired existing sso techniques apply insertion-only streams element infinite lifespan sliding-window streams element lifespan i.e. window size however elements data streams may arbitrary different lifespans requires addressing sso streams inhomogeneous-decays sso-id work formulates sso-id problem presents three algorithms basic-streaming basic streaming algorithm achieves 1/2 − ɛ approximation factor histapprox improves efficiency significantly achieves 1/3 − ɛ approximation factor histstreaming streaming version histapprox uses heuristics improve efficiency experiments conducted real data demonstrate histstreaming find high quality solutions two orders magnitude faster naive greedy algorithm	positive
symmetrization for embedding directed graphs	paper propose solve directed graph embedding problem via two stage approach first stage graph symmetrized one several possible ways second stage so-obtained symmetrized graph embeded using state-of-the-art undirected graph embedding algorithm note objective paper propose new undirected graph embedding algorithm discuss strengths weaknesses existing ones saying whichever suitable graph embedding algorithm fit proposed symmetrization framework	positive
talking face generation by adversarially disentangled audio-visual representation	talking face generation aims synthesize sequence face images correspond clip speech challenging task face appearance variation semantics speech coupled together subtle movements talking face regions existing works either construct specific face appearance model specific subjects model transformation lip motion speech work integrate aspects enable arbitrary-subject talking face generation learning disentangled audio-visual representation find talking face sequence actually composition subject-related information speech-related information two spaces explicitly disentangled novel associative-and-adversarial training process disentangled representation advantage audio video serve inputs generation extensive experiments show proposed approach generates realistic talking face sequences arbitrary subjects much clearer lip motion patterns previous work also demonstrate learned audio-visual representation extremely useful tasks automatic lip reading audio-video retrieval	negative
gaitset: regarding gait as a set for cross-view gait recognition	unique biometric feature recognized distance gait broad applications crime prevention forensic identification social security portray gait existing gait recognition methods utilize either gait template temporal information hard preserve gait sequence must keep unnecessary sequential constraints thus loses flexibility gait recognition paper present novel perspective gait regarded set consisting independent frames propose new network named gaitset learn identity information set based set perspective method immune permutation frames naturally integrate frames different videos filmed different scenarios diverse viewing angles different clothes/carrying conditions experiments show normal walking conditions single-model method achieves average rank-1 accuracy 95.0 casia-b gait dataset 87.1 accuracy ou-mvlp gait dataset results represent new state-of-the-art recognition accuracy various complex scenarios model exhibits significant level robustness achieves accuracies 87.2 70.4 casia-b bag-carrying coat-wearing walking conditions respectively outperform existing best methods large margin method presented also achieve satisfactory accuracy small number frames test sample e.g. 82.5 casia-b 7 frames source code released https //github.com/abnerhqc/gaitset	negative
on limited conjunctions and partial features in parameter-tractable feature logics	standard reasoning problems complete exptime common feature-based description logics—ones roles restricted functions show control conjunctions left-hand-sides subsumptions use restriction develop parameter-tractable algorithm reasoning knowledge base consistency show resulting logic simulate partial features present algorithms efficient query answering setting	negative
a sequential set generation method for predicting set-valued outputs	consider general machine learning setting output set labels sequences output set unordered size varies input whereas multi-label classification methods seem natural first resort readily applicable set-valued outputs growth rate output space conventional sequence generation ’ reflect sets ’ order-free nature paper propose unified framework—sequential set generation ssg —that handle output sets labels sequences ssg meta-algorithm leverages probabilistic learning method label sequence prediction employs proper regularization new label sequence generated repeatedly full set produced though ssg sequential nature penalize ordering appearance set elements applied variety set output problems set classification labels sequences perform experiments benchmark synthetic data sets demonstrate ssg ’ strong performance baseline methods	positive
block belief propagation for parameter learning in markov random fields	traditional learning methods training markov random fields require inference variables compute likelihood gradient iteration complexity methods therefore scales size graphical models paper propose block belief propagation learning bbpl uses block-coordinate updates approximate marginals compute approximate gradients removing need compute inference entire graphical model thus iteration complexity bbpl scale size graphs prove method converges solution obtained using full inference per iteration despite approximations empirically demonstrate scalability improvements standard training methods	negative
efficient image retrieval via decoupling diffusion into online and offline processing	diffusion commonly used ranking re-ranking method retrieval tasks achieve higher retrieval performance attracted lots attention recent years downside diffusion performs slowly comparison naive k-nn search causes non-trivial online computational cost large datasets overcome weakness propose novel diffusion technique paper work instead applying diffusion query precompute diffusion results element database making online search simple linear combination top k-nn search process proposed method becomes 10∼ times faster terms online search speed moreover propose use late truncation instead early truncation previous works achieve better retrieval performance	negative
meta learning for image captioning	reinforcement learning rl shown advantages image captioning optimizing non-differentiable metric directly reward learning process however due reward hacking problem rl maximizing reward may lead better quality caption especially aspects propositional content distinctiveness work propose use new learning method meta learning utilize supervision ground truth whilst optimizing reward function rl improve propositional content distinctiveness generated captions proposed model provides global optimal solution taking different gradient steps towards supervision task reinforcement task simultaneously experimental results ms coco validate effectiveness approach compared state-of-the-art methods	negative
learning to transfer relational representations through analogy	propose novel approach learn representations relations expressed textual mentions assumption two pairs entities belong relation two pairs analogous collect large set analogous pairs matching triples knowledge bases web-scale corpora distant supervision dataset adopted train hierarchical siamese network order learn entity-entity embeddings encode relational information different linguistic paraphrasing expressing relation model used generate pre-trained embeddings provide valuable signal integrated existing neural-based model outperforming state-of-the-art methods relation extraction task	positive
antonym-synonym classification based on new sub-space embeddings	distinguishing antonyms synonyms key challenge many nlp applications focused lexical-semantic relation extraction existing solutions relying large-scale corpora yield low performance huge contextual overlap antonym synonym pairs propose novel approach entirely based pre-trained embeddings hypothesize pre-trained embeddings comprehend blend lexical-semantic information may distill task-specific information using distiller model proposed paper later classifier trained based features constructed distilled sub-spaces along word level features distinguish antonyms synonyms experimental results show proposed model outperforms existing research antonym synonym distinction speed performance	negative
scfont: structure-guided chinese font generation via deep stacked networks	automatic generation chinese fonts consist large numbers glyphs complicated structures still challenging ongoing problem areas ai computer graphics cg traditional cg-based methods typically rely heavily manual interventions recentlypopularized deep learning-based end-to-end approaches often obtain synthesis results incorrect structures and/or serious artifacts address problems paper proposes structure-guided chinese font generation system scfont using deep stacked networks key idea integrate domain knowledge chinese characters deep generative networks ensure high-quality glyphs correct structures synthesized specifically first apply cnn model learn transfer writing trajectories separated strokes reference font style target style train another cnn model learning recover shape details contour synthesized writing trajectories experimental results validate superiority proposed scfont compared state art visual quantitative assessments	negative
a bandit approach to maximum inner product search	substantial research sub-linear time approximate algorithms maximum inner product search mips achieve fast query time state-of-the-art techniques require significant preprocessing burden number subsequent queries sufficiently large amortize cost furthermore existing methods ability directly control suboptimality approximate results theoretical guarantees paper propose first approximate algorithm mips require preprocessing allows users control bound suboptimality results cast mips best arm identification problem introduce new bandit setting fully exploit special structure mips approach outperforms state-of-the-art methods synthetic real-world datasets	negative
exploiting local feature patterns for unsupervised domain adaptation	unsupervised domain adaptation methods aim alleviate performance degradation caused domain-shift learning domain-invariant representations existing deep domain adaptation methods focus holistic feature alignment matching source target holistic feature distributions without considering local features multi-mode statistics show learned local feature patterns generic transferable local feature distribution matching enables fine-grained feature alignment paper present method learning domain-invariant local feature patterns jointly aligning holistic local feature statistics comparisons state-of-the-art unsupervised domain adaptation methods two popular benchmark datasets demonstrate superiority approach effectiveness alleviating negative transfer	negative
dynamic vehicle traffic control using deep reinforcement learning in automated material handling system	automated material handling systems amhs delivery time important issue directly associated production cost quality product paper propose dynamic routing strategy shorten delivery time delay set target control analyzing traffic flows selecting region highest flow rate congestion frequency impose routing cost order dynamically reflect real-time changes traffic states deep reinforcement learning model consists q-learning step recurrent neural network traffic states action values predicted experiment results show proposed method decreases manufacturing costs increasing productivity additionally find evidence reinforcement learning structure proposed study autonomously dynamically adjust changes traffic patterns	negative
learning neural bag-of-matrix-summarization with riemannian network	symmetric positive defined spd matrix attracted increasing research focus image/video analysis merits capturing riemannian geometry structured 2d feature representation however computation vector space spd matrices capture geometric properties corrupts classification performance end riemannian based deep network become promising solution spd matrix classification excellence performing non-linear learning spd matrix besides riemannian metric learning typically adopts knn classifier extended large-scale datasets limits application many time-efficient scenarios paper propose bag-of-matrix-summarization boms method combined riemannian network handles issues towards highly efficient scalable spd feature representation key innovation lies idea summarizing data riemannian geometric space instead vector space first whole training set compressed small number matrix features ensure high scalability second given compressed set constant-length vector representation extracted efficiently measuring distribution variations summarized data latent feature riemannian network finally proposed boms descriptor integrated riemannian network upon whole framework end-to-end trained via matrix back-propagation experiments four different classification tasks demonstrate superior performance proposed method state-of-the-art methods	negative
attentive tensor product learning	paper proposes novel neural architecture — attentive tensor product learning atpl — represent grammatical structures natural language deep learning models atpl exploits tensor product representations tpr structured neural-symbolic model developed cognitive science integrate deep learning explicit natural language structures rules key ideas atpl 1 unsupervised learning role-unbinding vectors words via tpr-based deep neural network 2 use attention modules compute tpr 3 integration tpr typical deep learning architectures including long short-term memory feedforward neural networks novelty approach lies ability extract grammatical structure sentence using role-unbinding vectors obtained unsupervised manner atpl approach applied 1 image captioning 2 part speech pos tagging 3 constituency parsing natural language sentence experimental results demonstrate effectiveness proposed approach three natural language processing tasks	positive
sparse reject option classifier using successive linear programming	paper propose approach learning sparse reject option classifiers using double ramp loss ldr use dc programming find risk minimizer algorithm solves sequence linear programs learn reject option classifier show loss ldr fisher consistent also show excess risk loss ld upper bounded excess risk ldr derive generalization error bounds proposed approach show effectiveness proposed approach experimenting several real world datasets proposed approach performs comparable state art also successfully learns sparse classifiers	positive
deep single-view 3d object reconstruction with visual hull embedding	3d object reconstruction fundamental task many robotics ai problems aid deep convolutional neural networks cnns 3d object reconstruction witnessed significant progress recent years however possibly due prohibitively high dimension 3d object space results deep cnns often prone missing shape details paper present approach aims preserve shape details improve reconstruction quality key idea method leverage object mask pose estimation cnns assist 3d shape learning constructing probabilistic singleview visual hull inside network method works first predicting coarse shape well object pose silhouette using cnns followed novel 3d refinement cnn refines coarse shapes using constructed probabilistic visual hulls experiment synthetic data real images show embedding single-view visual hull shape refinement significantly improve reconstruction quality recovering shapes details improving shape consistency input image	positive
transgate: knowledge graph embedding with shared gate structure	embedding knowledge graphs kgs continuous vector space essential problem knowledge extraction current models continue improve embedding focusing discriminating relation-specific information entities increasingly complex feature engineering noted ignored inherent relevance relations tried learn unique discriminate parameter set relation thus models potentially suffer high time complexity large parameters preventing efficiently applying real-world kgs paper follow thought parameter sharing simultaneously learn expressive features reduce parameters avoid complex feature engineering based gate structure lstm propose novel model transgate develop shared discriminate mechanism resulting almost space complexity indiscriminate models furthermore develop effective scalable model reconstruct gate weight vectors making method comparative time complexity indiscriminate model conduct extensive experiments link prediction triplets classification experiments show transgate outperforms state-of-art baselines also reduces parameters greatly example transgate outperforms conve rgcn 6x 17x fewer parameters respectively results indicate parameter sharing superior way optimize embedding transgate finds better trade-off complexity expressivity	negative
task transfer by preference-based cost learning	goal task transfer reinforcement learning migrating action policy agent target task source task given successes robotic action planning current methods mostly rely two requirements exactlyrelevant expert demonstrations explicitly-coded cost function target task however inconvenient obtain practice paper relax two strong conditions developing novel task transfer framework expert preference applied guidance particular alternate following two steps firstly letting experts apply pre-defined preference rules select related expert demonstrates target task secondly based selection result learn target cost function trajectory distribution simultaneously via enhanced adversarial maxent irl generate trajectories learned target distribution next preference selection theoretical analysis distribution learning convergence proposed algorithm provided extensive simulations several benchmarks conducted verifying effectiveness proposed method	positive
disjoint label space transfer learning with common factorised space	paper unified approach presented transfer learning addresses several source target domain labelspace annotation assumptions single model particularly effective handling challenging case source target label-spaces disjoint outperforms alternatives unsupervised semi-supervised settings key ingredient common representation termed common factorised space shared source target domains trained unsupervised factorisation loss graph-based loss wide range experiments demonstrate flexibility relevance efficacy method challenging cases disjoint label spaces conventional cases unsupervised domain adaptation source target domains share label-sets	positive
transductive zero-shot learning via visual center adaptation	paper propose visual center adaptation method vcam address domain shift problem zero-shot learning seen classes training data vcam builds embedding space learning mapping semantic space visual centers unseen classes test data construction embedding space constrained symmetric chamfer-distance term aiming adapt distribution synthetic visual centers real cluster centers therefore learned embedding space generalize unseen classes well experiments two widely used datasets demonstrate model significantly outperforms state-of-the-art methods	positive
towards highly accurate and stable face alignment for high-resolution videos	recent years heatmap regression based models shown effectiveness face alignment pose estimation however conventional heatmap regression chr accurate stable dealing high-resolution facial videos since finds maximum activated location heatmaps generated rounding coordinates thus leads quantization errors scaling back original high-resolution space paper propose fractional heatmap regression fhr high-resolution video-based face alignment proposed fhr accurately estimate fractional part according 2d gaussian function sampling three points heatmaps stabilize landmarks among continuous video frames maintaining precise time propose novel stabilization loss contains two terms address time delay non-smooth issues respectively experiments 300w 300vw talking face datasets clearly demonstrate proposed method accurate stable state-ofthe-art models	negative
natural option critic	recently proposed option-critic architecture bacon harb precup 2017 provides stochastic policy gradient approach hierarchical reinforcement learning specifically provides way estimate gradient expected discounted return respect parameters define finite number temporally extended actions called options paper show option-critic architecture extended estimate natural gradient amari 1998 expected discounted return end central questions consider paper 1 definition natural gradient context 2 fisher information matrix associated option ’ parameterized policy 3 fisher information matrix associated option ’ parameterized termination function 4 compatible function approximation approach leveraged obtain natural gradient estimates parameterized policy parameterized termination functions option per-time-step time space complexity linear total number parameters based answers questions introduce natural option critic algorithm experimental results showcase improvement vanilla gradient approach	negative
task embedded coordinate update: a realizable framework for multivariate non-convex optimization	paper propose realizable framework tecu embeds task-specific strategies update schemes coordinate descent optimizing multivariate non-convex problems coupled objective functions one hand tecu capable improving algorithm efficiencies embedding productive numerical algorithms optimizing univariate sub-problems nice properties side also augments probabilities receive desired results embedding advanced techniques optimizations realistic tasks integrating numerical algorithms advanced techniques together tecu proposed unified framework solving class non-convex problems although task embedded strategies bring inaccuracies sub-problem optimizations provide realizable criterion control errors meanwhile ensure robust performances rigid theoretical analyses respectively embedding admm residual-type cnn algorithm framework experimental results verify efficiency effectiveness embedding task-oriented strategies coordinate descent solving practical problems	positive
atp: directed graph embedding with asymmetric transitivity preservation	directed graphs widely used community question answering services cqas model asymmetric relationships among different types nodes cqa graphs e.g. question answer user asymmetric transitivity essential property directed graphs since play important role downstream graph inference analysis question difficulty user expertise follow characteristic asymmetric transitivity maintaining properties reducing graph lower dimensional vector embedding space focus much recent research paper tackle challenge directed graph embedding asymmetric transitivity preservation leverage proposed embedding method solve fundamental task cqas appropriately route assign newly posted questions users suitable expertise interest cqas technique incorporates graph hierarchy reachability information naturally relying nonlinear transformation operates core reachability implicit hierarchy within graphs subsequently methodology levers factorization-based approach generate two embedding vectors node within graph capture asymmetric transitivity extensive experiments show framework consistently significantly outperforms state-of-the-art baselines three diverse realworld tasks link prediction question difficulty estimation expert finding online forums like stack exchange particularly framework support inductive embedding learning newly posted questions unseen nodes training therefore properly route assign kinds questions experts cqas	negative
scnn: a general distribution based statistical convolutional neural network with application to video object detection	various convolutional neural networks cnns developed recently achieved accuracy comparable human beings computer vision tasks image recognition object detection tracking etc networks however process one single frame image time may fully utilize temporal contextual correlation typically present multiple channels image adjacent frames video thus limiting achievable throughput limitation stems fact existing cnns operate deterministic numbers paper propose novel statistical convolutional neural network scnn extends existing cnn architectures operates directly correlated distributions rather deterministic numbers introducing parameterized canonical model model correlated data defining corresponding operations required cnn training inference show scnn process multiple frames correlated images effectively hence achieving significant speedup existing cnn models use cnn based video object detection example illustrate usefulness proposed scnn general network model experimental results show even nonoptimized implementation scnn still achieve 178 speedup existing cnns slight accuracy degradation	negative
deep neural network quantization via layer-wise optimization using limited training data	advancement deep models poses great challenges real-world deployment limited computational ability storage space edge devices solve problem existing works made progress prune quantize deep models however existing methods rely heavily supervised training process achieve satisfactory performance acquiring large amount labeled training data may practical real deployment paper propose novel layer-wise quantization method deep neural networks requires limited training data 1 original dataset specifically formulate parameters quantization layer discrete optimization problem solve using alternative direction method multipliers admm gives efficient closed-form solution prove final performance drop quantization bounded linear combination reconstructed errors caused layer based proved theorem propose algorithm quantize deep neural network layer layer additional weights update step minimize final error extensive experiments benchmark deep models conducted demonstrate effectiveness proposed method using 1 cifar10 imagenet datasets codes available https //github.com/csyhhu/l-dnq	negative
