,conference_year,category,title,author,abstract,download_url,keywords,8
52,2002,Markov Decision Processes,Value Iteration Working with Belief Subsets,"Weihong Zhang, Washington University; Nevin L. Zhang, Hong Kong University of Science and Technology","Value iteration is a popular algorithm for solving POMDPs. However, it is inefficient in practice. The primary reason is that it needs to conduct value updates for all the belief states in the (continuous) belief space. In this paper, we study value iteration working with a subset of the belief space, i.e., it conducts value updates only for belief states in the subset. We present a way to select belief subset and describe an algorithm to conduct value iteration over the selected subset. The algorithm is attractive in that it works with belief subset but also retains the quality of the generated values. Given a POMDP, we show how to a priori determine whether the selected subset is a proper subset of belief space. If this is the case, the algorithm carries the advantages of representation in space and efficiency in time.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-047.pdf,,832
53,2002,Multiagent Systems,Complexity of Manipulating Elections with Few Candidates,"Vincent Conitzer and Tuomas Sandholm, Carnegie Mellon University","In multiagent settings where the agents have different preferences, preference aggregation is a central issue. Voting is a general method for preference aggregation, but seminal results have shown that all general voting protocols are manipulable. One could try to avoid manipulation by using protocols where determining a beneficial manipulation is hard. Especially among computational agents, it is reasonable to measure this hardness by computational complexity. Some earlier work has been done in this area, but it was assumed that the number of voters and candidates is unbounded. We derive hardness results for the more common setting where the number of candidates is small but the number of voters can be large. We show that with complete information about the others’ votes, individual manipulation is easy, and coalitional manipulation is easy with unweighted voters. However, constructive coalitional manipulation with weighted voters is intractable for all of the voting protocols under study, except in the Cup protocol. Destructive manipulation tends to be easier, except in the Single Transferable Vote protocol. Randomizing over instantiations of the protocols (such as schedules of a Cup) can be used to make manipulation hard. Finally, we show that under weak assumptions, if weighted coalitional manipulation with complete information about the others’ votes is hard in some voting protocol, then individual and unweighted manipulation is hard when there is uncertainty about the others’ votes.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-048.pdf,,1513
54,2002,Multiagent Systems,A Logic-Based Model of Intentions for Multi-Agent Subcontracting,"John Grant, Towson University; Sarit Kraus, Bar-Ilan University and University of Maryland; Donald Perlis, University of Maryland","We present a formalism for representing the intentions of agents engaged in cooperative planning and acting. We focus on cases where one agent alone cannot accomplish a complex task and must subcontract with other agents. Evolving intentions over time during the planning and acting, and the conditions under which an agent can adopt and maintain an intention, are central. In particular, the time taken to plan and to subcontract are modeled explicitly in the logic. This explicit time-representation is used to account for the time it takes an agent to adopt an intention. We use a syntactic approach presenting a formal logical calculus that can be regarded as a meta-logic that describes the reasoning and activities of the agents. We write some of the axioms of this meta-language and explain the minimal model semantics, in which one model, the intended model, represents the actual beliefs, intentions, and actions of the agents. We also prove several results showing that under the appropriate conditions the agents will act as expected.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-049.pdf,,1045
55,2002,Multiagent Systems,Reinforcement Learning of Coordination in Cooperative Multi-Agent Systems,"Spiros Kapetanakis and Daniel Kudenko, University of York","We report on an investigation of reinforcement learning techniques for the learning of coordination in cooperative multi-agent systems. Specifically, we focus on a novel action selection strategy for Q-learning. The new technique is applicable to scenarios where mutual observation of actions is not possible. To date, reinforcement learning approaches for such independent agents did not guarantee convergence to the optimal joint action in scenarios with high miscoordination costs. We improve on previous results by demonstrating empirically that our extension causes the agents to converge almost always to the optimal joint action even in these difficult cases.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-050.pdf,,666
56,2002,Multiagent Systems,The Design of Collectives of Agents to Control Non-Markovian Systems,"John W. Lawson and David H. Wolpert, NASA Ames Research Center","The ""Collective Intelligence"" (COIN) framework concerns the design of collectives of reinforcement-learning agents such that their interaction causes a provided ""world"" utility function concerning the entire collective to be maximized. Previously, we applied that framework to scenarios involving Markovian dynamics where no re-evolution of the system from counter-factual initial conditions (an often expensive calculation) is permitted. This approach sets the individual utility function of each agent to be both aligned with the world utility, and at the same time, easy for the associated agents to optimize. Here we extend that approach to systems involving non-Markovian dynamics. In computer simulations, we compare our techniques with each other and with conventional ""team games"" We show whereas in team games performance often degrades badly with time, it steadily improves when our techniques are used. We also investigate situations where the system’s dimensionality is effectively reduced. We show that this leads to difficulties in the agents’ ability to learn. The implication is that ""learning"" is a property only of high-enough dimensional systems.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-051.pdf,,1165
57,2002,Multiagent Systems,(Im)possibility of Safe Exchange Mechanism Design,"Tuomas Sandholm and XiaoFeng Wang, Carnegie Mellon University","Safe exchange is a key issue in multiagent systems, especially in electronic transactions where nondelivery is a major problem. In this paper we present a unified framework for modeling safe exchange mechanisms. It captures the disparate earlier approaches as well as new safe exchange mechanisms (e.g., reputation locking). Being an overarching framework, it also allows us to study what is inherently possible and impossible in safe exchange. We study this under different game-theoretic solution concepts, with and without a trusted third party, and with an offline third party that only gets involved if the exchange fails. The results vary based on the generality of the exchange setting, the existence (or creative construction) of special types of items to be exchanged, and the magnitude of transfer costs, defection costs, and escrow fees. Finally, we present an incentive-compatible negotiation protocol for selecting the best safe exchange mechanism when the agents do not know each others’ costs for the different alternatives.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-052.pdf,,1039
58,2002,Multiagent Systems,Multi-Agent Algorithms for Solving Graphical Games,"David Vickrey and Daphne Koller, Stanford University","Consider the problem of a group of agents trying to find a stable strategy profile for a joint interaction. A standard approach is to describe the situation as a single multi-player game and find an equilibrium strategy profile of that game. However, most algorithms for finding equilibria are computationally expensive; they are also centralized, requiring that all relevant payoff information be available to a single agent (or computer) who must determine the entire equilibrium profile. In this paper, we exploit two ideas to address these problems. We consider structured game representations, where the interaction between the agents is sparse, an assumption that holds in many real-world situations. We also consider the slightly relaxed task of finding an approximate equilibrium. We present two algorithms for finding approximate equilibria in these games, one based on a hill-climbing approach and one on constraint satisfaction. We show that these algorithms exploit the game structure to achieve faster computation. They are also inherently local, requiring only limited communication between directly interacting agents. They can thus be scaled to games involving large numbers of agents, provided the interaction between the agents is not too dense.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-053.pdf,,1263
59,2002,Multiagent Systems,Distributed Breakout Revisited,"Weixiong Zhang and Lars Wittenburg, Washington University","Distributed breakout algorithm (DBA) is an efficient method for solving distributed constraint satisfaction problems (CSP). Inspired by its potential of being an efficient, low-overhead agent coordination method for problems in distributed sensor networks, we study DBA’s properties in this paper. We specifically show that on an acyclic graph of $n$ nodes, DBA can find a solution in $O(n^2)$ synchronized distributed steps. This completeness result reveals DBA’s superiority over conventional local search on acyclic graphs and implies its potential as a simple self-stabilization method for tree-structured distributed systems. We also show a worst case of DBA in a cyclic graph where it never terminates. To overcome this problem on cyclic graphs, we propose two stochastic variations to DBA. Our experimental analysis shows that stochastic DBAs are able to avoid DBA’s worst-case scenarios and has similar performance as that of DBA.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-054.pdf,,938
60,2002,Auctions,Solving Concisely Expressed Combinatorial Auction Problems,"Craig Boutilier, University of Toronto","Combinatorial auctions provide a valuable mechanism for the allocation of goods in settings where buyer valuations exhibit complex structure with respect to substitutability and complementarity. Most algorithms are designed to work with explicit ""flat"" bids for concrete bundles of goods. However, logical bidding languages allow the expression of complex utility functions in a natural and concise way, and have recently attracted considerable attention. Despite the power of logical languages, no current winner determination algorithms exploit the specific structure of logically specified bids to solve problems more effectively. In this paper, we describe techniques to do just this. Specifically, we propose a direct integer program (IP) formulation of the winner determination problem for bids in the LGB logical language. This formulation is linear in the size of the problem and can be solved effectively using standard optimization packages. We compare this formulation and its solution time to those of the corresponding set of flat bids, demonstrating the immense utility of exploiting the structure of logically expressed bids. We also consider an extension of LGB and show that these can also be solved using linear constraints.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-055.pdf,,1242
61,2002,Auctions,Partial-Revelation VCG Mechanism for Combinatorial Auctions,"Wolfram Conen, XONAR GmbH; Tuomas Sandholm, Carnegie Mellon University","Winner determination in combinatorial auctions has received significant interest in the AI community in the last 3 years. Another difficult problem in combinatorial auctions is that of eliciting the bidders’ preferences. We introduce a progressive, partial-revelation mechanism that determines an efficient allocation and the Vickrey payments. The mechanism is based on a family of algorithms that explore the natural lattice structure of the bidders’ combined preferences. The mechanism elicits utilities in a natural sequence, and aims at keeping the amount of elicited information and the effort to compute the information minimal. We present analytical results on the amount of elicitation. We show that no value-querying algorithm that is constrained to querying feasible bundles can save more elicitation than one of our algorithms. We also show that one of our algorithms can determine the Vickrey payments as a costless by-product of determining an optimal allocation.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-056.pdf,,976
62,2002,Auctions,Bidding Clubs in First-Price Auctions,"Kevin Leyton-Brown, Yoav Shoham, and Moshe Tennenholtz, Stanford University","We introduce a class of mechanisms, called bidding clubs, that allow agents to coordinate their bidding in auctions. Bidding clubs invite a set of agents to join, and each invited agent freely chooses whether to accept the invitation or whether to participate independently in the auction. Clubs first conduct a ""pre-auction""; depending on the outcome of the pre-auction some subset of the members of the club bid in the primary auction in a prescribed way. We model this setting as a Bayesian game, including agents’ choices of whether or not to accept a bidding club’s invitation. We examine the specific case of bidding clubs for first-price auctions, showing the existence of a Bayes-Nash equilibrium where agents choose to participate in bidding clubs when invited and truthfully declare their valuations to the coordinator. Furthermore, we show that the existence of bidding clubs benefits all agents, including those who do not belong to a bidding club.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-057.pdf,,960
63,2002,Auctions,Truthful Approximation Mechanisms for Restricted Combinatorial Auctions,"Ahuva Mu'alem and Noam Nisan, The Hebrew University of Jerusalem vi","When attempting to design a truthful mechanism for a computationally hard problem such as combinatorial auctions, one is faced with the problem that most efficiently computable heuristics can not be embedded in any truthful mechanism (e.g. VCG-like payment rules will not ensure truthfulness). We develop a set of techniques that allow constructing efficiently computable truthful mechanisms for combinatorial auctions in the special case where only the valuation is unknown by the mechanism (the single parameter case). For this case we extend the work of Lehmann O'Callaghan, and Shoham, who presented greedy heuristics, and show how to use IF-THEN-ELSE constructs, perform a partial search, and use the LP relaxation. We apply these techniques for several types of combinatorial auctions, obtaining truthful mechanisms with provable approximation ratios.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-058.pdf,,857
64,2002,Auctions,Structural Leverage and Fictitious Play in Sequential Auctions,"Weili Zhu and Peter R. Wurman, North Carolina State University","We model sequential, sealed-bid auctions as a sequential game with imperfect and incomplete information. We develop an agent that, through fictitious play, constructs a policy for the auctions that takes advantage of information learned in the early stages of the game, and is flexible with respect to assumptions about the other bidders’ valuations. Because the straightforward expansion of the incomplete information game is intractable, we develop more concise representations that take advantage of the sequential auctions’ natural structure. We examine the performance of our agent versus agents that play perfectly, agents that also create policies using Monte-Carlo, and agents that play myopically. The technique performs quite well in these empirical studies, though the tractable problem size is still quite small.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-059.pdf,,824
65,2002,Game Theory,Vote Elicitation: Complexity and Strategy-Proofness,"Vincent Conitzer and Tuomas Sandholm, Carnegie Mellon University","Preference elicitation is a central problem in AI, and has received significant attention in single-agent settings. It is also a key problem in multiagent systems, but has received little attention here so far. In this setting, the agents may have different preferences that often must be aggregated using voting. This leads to interesting issues because what, if any, information should be elicited from an agent depends on what other agents have revealed about their preferences so far. In this paper we study effective elicitation, and its impediments, for the most common voting protocols. It turns out that in the Single Transferable Vote protocol, even knowing when to terminate elicitation is NP-complete, while this is easy for all the other protocols under study. Even for these protocols, determining how to elicit effectively is NP-complete, even with perfect suspicions about how the agents will vote. The exception is the Plurality protocol where such effective elicitation is easy. We also show that elicitation introduces additional opportunities for strategic manipulation by the voters. We demonstrate how to curtail the space of elicitation schemes so that no such additional strategic issues arise.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-060.pdf,,1217
66,2002,Game Theory,Dispersion Games: General Definitions and Some Specific Learning Results,"Trond Grenager, Rob Powers, and Yoav Shoham, Stanford University","Dispersion games are the generalization of the anti-coordination game to arbitrary numbers of agents and actions. In these games agents prefer outcomes in which the agents are maximally dispersed over the set of possible actions. This class of games models a large number of natural problems, including load balancing in computer science, niche selection in economics, and division of roles within a team in robotics. Our work consists of two main contributions. First, we formally define and characterize some interesting classes of dispersion games. Second, we present several learning strategies that agents can use in these games, including traditional learning rules from game theory and artificial intelligence, as well as some special purpose strategies. We then evaluate analytically and empirically the performance of each of these strategies.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-061.pdf,,852
67,2002,Game Theory,Competitive Safety Analysis,"Moshe Tennenholtz, Stanford University","Much work in AI deals with the selection of proper actions in a given (known or unknown) environment. However, the way to select a proper action when facing other agents is quite unclear. Most work in AI adopts classical game-theoretic equilibrium analysis to predict agent behavior in such settings. Needless to say, this approach does not provide us with any guarantee for the agent. In this paper we introduce competitive safety analysis. This approach bridges the gap between the desired normative AI approach, where a strategy should be selected in order to guarantee a desired payoff, and equilibrium analysis. We show that a safety level strategy is able to guarantee the value obtained in a Nash equilibrium, in several classical computer science settings. Then, we discuss the concept of competitive safety strategies, and illustrate its use in a decentralized load balancing setting, typical to network problems. In particular, we show that when we have many agents, it is possible to guarantee an expected payoff which is a factor of 8/9 of the payoff obtained in a Nash equilibrium. Finally, we discuss the extension of the above concepts to Bayesian games, and illustrate their use in a basic auctions setup.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-062.pdf,,1221
68,2002,Natural Language Processing,Learning Pattern Rules for Chinese Named Entity Extraction,"Tat-Seng Chua and Jimin Liu, National University of Singapore","Named entity (NE) extraction in Chinese is very difficult task because of the flexibility in the language structure and uncertainty in word segmentation. It is equivalent to relation and information extraction problems in English. This paper presents a hybrid rule induction approach to extract NEs in Chinese. The method induces rules and names and their context, and generalizes these rules using linguistic lexical chaining. In order to handle the ambiguities and other contextual problems peculiar to Chinese, we supplement the basic method with other approaches such as the default-exception tree and decision tree. We tested our method on the MET2 test set and the method has been found to out-perform all reported methods with an overall F1 measure of over 91%.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-063.pdf,,768
69,2002,Natural Language Processing,Language Modeling for Soft Keyboards,"Joshua Goodman and Gina Venolia, Microsoft Research; Keith Steury, Microsoft Corporation; Chauncey Parker, University of Washington","We describe how language models, combined with models of pen placement, can be used to significantly reduce the error rate of soft keyboard usage, by allowing for cases in which a key press is outside of a key boundary. Language models predict the probabilities of words or letters. Soft keyboards are images of keyboards on a touch screen used for input on Personal Digital Assistants. When a soft keyboard user hits a key near the boundary of a key position, we can use the language model and key press model to select the most probable key sequence, rather than the sequence dictated by strict key boundaries. This leads to an overall error rate reduction by a factor of 1.67 to 1.87.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-064.pdf,,687
70,2002,Natural Language Processing,CobotDS: A Spoken Dialogue System for Chat,"Michael Kearns, University of Pennsylvania; Charles Isbell, Georgia Institute of Technology; Satinder Singh, Syntek Capital; Diane Litman, University of Pittsburgh; Jessica Howe, Massachussetts Institute of Technology","We describe CobotDS, a spoken dialogue system providing access to a well-known internet chat server called LambdaMOO. CobotDS provides real-time, two-way, natural language communication between a phone user and the multiple users in the text environment. We describe a number of the challenging design issues we faced, and our use of summarization, social filtering and personalized grammars in tackling them. We report a number of empirical findings from a small user study.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-065.pdf,,475
71,2002,Natural Language Processing,Exploiting Auditory Fovea in Humanoid-Human Interaction,"Kazuhiro Nakadai, Kitano Symbiotic Systems Project, ERATO; Hiroshi G. Okuno, Kitano Symbiotic Systems Project, ERATO and Kyoto University; Hiroaki Kitano, Kitano Symbiotic Systems Project, ERATO and Sony Computer Science Laboratories, Inc.","A robot’s auditory perception of the real world should be able to cope with motor and other noises caused by the robot’s own movements in addition to environment noises and reverberation. This paper presents the active direction-pass filter (ADPF) that separates sounds originating from a specified direction detected by a pair of microphones. Thus the ADPF is based on directional processing - a process used in visual processing. The ADPF is implemented by hierarchical integration of visual and auditory processing with hypothetical reasoning of interaural phase difference (IPD) and interaural intensity difference (IID) for each sub-band. The ADPF gives differences in resolution in sound localization and separation depending on where the sound comes from: the resolving power is much higher for sounds coming directly from the front of the humanoid than for sounds coming from the periphery. This directional resolving property is similar to that of the eye whereby the visual fovea at the center of the retina is capable of much higher resolution than is the periphery of the retina. To exploit the corresponding ""auditory fovea,"" the ADPF controls the direction of the head. The human tracking and sound source separation based on the ADPF is implemented on the upper-torso of the humanoid and runs in real-time using distributed processing by 5 PCs networked via a gigabit ethernet. The signal-to-noise ratio (SNR) and noise reduction ratio of each sound separated by the ADPF from a mixture of two or three speeches of the same volume were increased by about 2.2\,dB and 9\,dB, respectively",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-066.pdf,,1601
72,2002,Natural Language Processing,Towards CST-Enhanced Summarization,"Zhu Zhang, Sasha Blair-Goldensohn, and Dragomir R. Radev, University of Michigan","In this paper, we propose to enhance the process of automatic extractive multi-document text summarization by taking into account cross-document structural relationships as posited in Cross-document Structure Theory (CST). An arbitrary multi-document extract can be CST-enhanced by replacing low-salience sentences with other sentences that increase the total number of CST relationships included in the summary. We show that CST-enhanced summaries outperform their unmodified counterparts using the relative utility evaluation metric. We also show that the effect of a CST relationship on an extract depends on its type.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-067.pdf,,621
73,2002,Planning,Planning with a Language for Extended Goals,"Ugo Dal Lago, Marco Pistore, and Paolo Traverso, ITC-IRST","Planning for extended goals in non-deterministic domains is one of the most significant and challenging planning problems. In spite of the recent results in this field, no work has proposed a language designed specifically for planning. As a consequence, it is still impossible to specify and plan for several classes of goals that are typical of real world applications, like for instance ""try to achieve a goal whenever possible,"" or ""if you fail to achieve a goal, recover by trying to achieve something else."" We propose a new goal language that allows for capturing the intended meaning of these goals. We give a semantics to this language that is radically different from the usual semantics for extended goals, e.g., the semantics for LTL or CTL. Finally, we implement an algorithm for planning for extended goals expressed in this language, and experiment with it on a parametric domain.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-068.pdf,,895
74,2002,Planning,Symbolic Heuristic Search for Factored Markov Decision Processes,"Zhengzhu Feng, University of Massachusetts; Eric A. Hansen, Mississippi State University","We describe a planning algorithm that integrates two approaches to solving Markov decision processes with large state spaces. State abstraction is used to avoid evaluating states individually. Forward search from a start state, guided by an admissible heuristic, is used to avoid evaluating all states. We combine these two approaches in a novel way that exploits symbolic model-checking techniques and demonstrates their usefulness for decision-theoretic planning.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-069.pdf,,465
75,2002,Planning,Plan Evaluation with Incomplete Action Descriptions,"Andrew Garland and Neal Lesh, Cambridge Research Laboratory, MERL","This paper presents a framework that justifies an agent’s goal-directed behavior, even in the absence of a provably correct plan. Most prior planning systems rely on a complete causal model and circumvent the frame problem by implicitly assuming that no unspecified relationships exist between actions and the world. In our approach, a domain modeler provides explicit statements about which actions have been incompletely specified. Thus, an agent can minimize its dependence on implicit assumptions when selecting an action sequence to achieve its goals.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-070.pdf,,556
76,2002,Planning,Algorithms for a Temporal Decoupling Problem in Multi-Agent Planning,"Luke Hunsberger, Harvard University","The Temporal Decoupling Problem (TDP) arises when a group of agents collaborating on a set of temporally-dependent tasks seek to coordinate their execution of those tasks by applying additional temporal constraints sufficient to ensure that agents working on different tasks may operate independently. This paper: (1) formally defines the TDP, (2) presents theorems that give necessary and sufficient conditions for solutions to the TDP, (3) presents a family of sound and complete algorithms for solving the TDP, and (4) compares the performance of several variations of the basic algorithm. Although this work was motivated by a problem in collaborative multi-agent planning, it represents a contribution to the theory of Simple Temporal Networks that is independent of the motivating application.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-071.pdf,,799
77,2002,Planning,D*Lite,"Sven Koenig, Georgia Institute of Technology; Maxim Likhachev, Carnegie Mellon University","Incremental heuristic search methods use heuristics to focus their search and reuse information from previous searches to find solutions to series of similar search tasks much faster than is possible by solving each search task from scratch. In this paper, we apply Lifelong Planning A* to robot navigation in unknown terrain, including goal-directed navigation in unknown terrain and mapping of unknown terrain. The resulting D* Lite algorithm is easy to understand and analyze. It implements the same behavior as Stentz' Focussed Dynamic A* but is algorithmically different. We prove properties about D* Lite and demonstrate experimentally the advantages of combining incremental and heuristic search for the applications studied. We believe that these results provide a strong foundation for further research on fast replanning methods in artificial intelligence and robotics.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-072.pdf,,879
78,2002,Planning,Speeding Up the Calculation of Heuristics for Heuristic Search-Based Planning,"Yaxin Liu, Sven Koenig and David Furcy, Georgia Institute of Technology","Heuristic search-based planners, such as HSP 2.0, solve STRIPS-style planning problems efficiently but spend about eighty percent of their planning time on calculating the heuristic values. In this paper, we systematically evaluate alternative methods for calculating the heuristic values for HSP 2.0 and demonstrate that the resulting planning times differ substantially. HSP 2.0 calculates each heuristic value by solving a relaxed planning problem with a dynamic programming method similar to value iteration. We identify two different approaches for speeding up the calculation of heuristic values, namely to order the value updates and to reuse information from the calculation of previous heuristic values. We then show how these two approaches can be combined, resulting in our PINCH method. PINCH outperforms both of the other approaches individually as well as the methods used by HSP 1.0 and HSP 2.0 for most of the large planning problems tested. In fact, it speeds up the planning time of HSP 2.0 by up to eighty percent in several domains and, in general, the amount of savings grows with the size of the domains, allowing HSP 2.0 to solve larger planning problems than was possible before in the same amount of time and without changing its overall operation.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-073.pdf,,1273
79,2002,Planning,Iterative-Refinement for Action Timing Discretization,"Todd W. Neller, Gettysburg College","Artificial intelligence search algorithms search discrete systems. To apply such algorithms to continuous systems, such systems must first be discretized, i.e. approximated as discrete systems. Action-based discretization requires that both action parameters and action timing be discretized. We focus on the problem of action timing discretization. After describing an epsilon-admissible variant of Korf’s recursive best-first search (epsilon-RBFS), we introduce iterative-refinement epsilon-admissible recursive best-first search (IR epsilon-RBFS) which offers significantly better performance for initial time delays between search states over several orders of magnitude. Lack of knowledge of a good time discretization is compensated for by knowledge of a suitable solution cost upper bound.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-074.pdf,,796
80,2002,Planning,A Logical Measure of Progress for Planning,"Aarati Parmar, Stanford University","Heuristic search planners are so far the most successful. Almost all use as their heuristic an estimate of the distance to a goal state. We formalize a logical measure of progress, defined as a predicate P(x,s) true of objects x at a situation s. Actions which increase P’s extension are guaranteed to move closer to a goal situation, so that P enables us to form plans without search. One example of a measure of progress is the concept of final position used in BlocksWorld. It is not clear how to find a P for an arbitrary domain, so instead we identify three different classes of domains and conditions which allow us to construct a measure of progress. An obvious P will not deliver optimal plans, but it should encode plans which are ""good enough."" Our paradigm is entirely within first-order logic, allowing us to extend our results to concurrent domains and those containing non-trivial state constraints. It turns out P not only encodes goal orderings, but subgoal orderings. P also gives rise to a strategy function a(s) which can be used to create a universal (complete) teleo-reactive (TR) program. Given the fact that P-increasing actions will never require backtracking, this TR program can be a powerful on-line planner.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-075.pdf,,1235
81,2002,Actions and Temporal Reasoning,Reasoning about Actions in a Probabilistic Setting,"Chitta Baral, Nam Tran, and Le-Chi Tuan, Arizona State University","In this paper we present a language to reason about actions in a probabilistic setting and compare our work with earlier work by Pearl. The main feature of our language is its use of static and dynamic causal laws, and use of unknown (or background) variables -- whose values are determined by factors beyond our model -- in incorporating probabilities. We use two kind of unknown variables: inertial and non-inertial. Inertial unknown variables are helpful in assimilating observations and modeling counterfactuals and causality; while non-inertial unknown variables help characterize stochastic behavior, such as the outcome of tossing a coin, that are not impacted by observations. Finally, we give a glimpse of incorporating probabilities into reasoning with narratives.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-076.pdf,,774
82,2002,Actions and Temporal Reasoning,A Method for Metric Temporal Reasoning,"Mathias Broxvall, Linköpings Universitet","Several methods for temporal reasoning with metric time have been suggested -- for instance, Horn Disjunctive Linear Relations (Horn DLRs). However, it has been noted that implementing this algorithm is non-trivial since it builds on fairly complicated polynomial-time algorithms for linear programming. Instead, an alternative approach which augments Allen’s interval algebra with a Simple Temporal Problem (STP) has been suggested. In this paper, we present a new point-based approach STP* for reasoning about metric temporal constraints. STP* subsumes the tractable preconvex fragment of the augmented interval algebra and can be viewed as a slightly restricted version of Horn DLRs. We give an easily implementable algorithm for deciding satisfiability of STP* and demonstrate experimentally its efficiency. We also give a method for finding solutions to consistent STP* problem instances.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-077.pdf,,893
83,2002,Actions and Temporal Reasoning,Non-Markovian Control in the Situation Calculus,"Alfredo Gabaldon, University of Toronto","The property that the executability and the effects of an action are determined entirely by the current state or situation is known asthe Markov property and is assumed in most formalizations of action. It is not difficult, however, to run into scenarios when the Markov property is not present. We consider removing this assumption from the situation calculus based formalization of actions of Reiter, which forms the basis of the programming language Golog, and define an operator for regressing formulas that quantify over past situations, with respect to such nonMarkovian basic action theories.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-078.pdf,,599
84,2002,Probabilistic and Causal Reasoning,Visual Exploration and Incremental Utility Elicitation,"Jim Blythe, USC Information Sciences Institute","Incremental utility elicitation (IUE) is a decision-theoretic framework in which tools simultaneously make suggestions to a human decision maker based on an incomplete model of the decision maker’s utility function, and update the model based on feedback from the user. Most systems that perform IUE construct and ask questions about a small number of alternatives in order to build a model of the user’s preferences. We describe a system called VEIL that is based on visual exploration of the available alternatives and provides visual cues about their estimated utility based on IUE. VEIL uses a linear programming formulation to make fast updates to the utility estimate based on the user’s expressed preferences between pairs of alternatives. In experiments, VEIL’s update method converges quickly to make good suggestions and help the user form an overall impression of the space of alternatives.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-079.pdf,,901
85,2002,Probabilistic and Causal Reasoning,A Graphical Criterion for the Identification of Causal Effects in Linear Models,"Carlos Brito and Judea Pearl, University of California, Los Angeles","This paper concerns the assessment of direct causal effects from a combination of:(i) non-experimental data, and (ii) qualitative domain knowledge. Domain knowledge is encoded in the form of a directed acyclic graph (DAG), in which all interactions are assumed linear, and some variables are presumed to be unobserved. The paper establishes a sufficient criterion for the identifiability of all causal effects in such models as well as a procedure for estimating the causal effects from the observed covariance matrix.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-080.pdf,,518
86,2002,Probabilistic and Causal Reasoning,A Distance Measure for Bounding Probabilistic Belief Change,"Hei Chan and Adnan Darwiche, University of California, Los Angeles","We propose a distance measure between two probability distributions, which allows one to bound the amount of belief change that occurs when moving from one distribution to another. We contrast the proposed measure with some well known measures, including KL-divergence, showing how they fail to be the basis for bounding belief change as is done using the proposed measure. We then present two practical applications of the proposed distance measure: sensitivity analysis in belief networks and probabilistic belief revision. We show how the distance measure can be easily computed in these applications, and then use it to bound global belief changes that result from either the perturbation of local conditional beliefs or the accommodation of soft evidence. Finally, we show that two well known techniques in sensitivity analysis and belief revision correspond to the minimization of our proposed distance measure and, hence, can be shown to be optimal from that viewpoint.",https://aaai.org/Library/AAAI/2002/../../../Papers/AAAI/2002/AAAI02-081.pdf,,976
